rule_id,created_at,updated_at,category_id,category_name,impact_name,impact,likelihood,node_id,tags,playbook_count,reboot_required,publish_date,impacted_systems_count,reports_shown,rule_status,total_risk,hosts_acked_count,rating
rule_160,2024-06-14T00:00:00,2024-06-21T00:00:00,3,Stability,Decreased Security,2,5,9386769,database,1,False,2024-06-16T00:00:00,1,True,enabled,3,2,2
rule_161,2024-06-07T00:00:00,2024-06-27T00:00:00,1,Availability,Best Practice,1,3,9845571,stability,3,True,2024-06-16T00:00:00,1,True,enabled,1,3,2
rule_162,2024-06-02T00:00:00,2024-06-12T00:00:00,4,Performance,Database Performance Loss,2,2,5114320,database,0,True,2024-06-28T00:00:00,8,True,enabled,3,1,1
rule_163,2024-06-03T00:00:00,2024-06-09T00:00:00,4,Performance,Database Performance Loss,2,1,9787789,stability,3,True,2024-06-12T00:00:00,6,True,enabled,4,4,4
rule_164,2024-06-30T00:00:00,2024-06-30T00:00:00,2,Security,Database Performance Loss,2,5,3348359,database,2,False,2024-06-30T00:00:00,1,True,enabled,2,1,4
rule_165,2024-06-24T00:00:00,2024-06-30T00:00:00,3,Stability,Decreased Security,2,3,8975587,performance,2,True,2024-06-26T00:00:00,1,True,enabled,2,2,4
rule_166,2024-06-09T00:00:00,2024-06-25T00:00:00,3,Stability,Decreased Security,2,5,2085425,hardening,2,True,2024-06-16T00:00:00,7,True,enabled,1,3,3
rule_167,2024-06-21T00:00:00,2024-06-30T00:00:00,2,Security,Best Practice,1,3,8008996,tuning,3,True,2024-06-28T00:00:00,5,True,enabled,2,3,1
rule_168,2024-06-06T00:00:00,2024-06-12T00:00:00,3,Stability,Best Practice,1,4,3577234,availability,1,False,2024-06-14T00:00:00,2,True,enabled,5,0,0
rule_169,2024-06-27T00:00:00,2024-06-27T00:00:00,2,Security,Database Performance Loss,2,4,6520530,stability,1,True,2024-06-28T00:00:00,2,True,enabled,1,0,1
rule_170,2024-06-28T00:00:00,2024-06-29T00:00:00,1,Availability,Best Practice,1,2,3240840,tuning,1,True,2024-06-29T00:00:00,5,True,enabled,3,0,4
rule_171,2024-06-19T00:00:00,2024-06-21T00:00:00,4,Performance,Decreased Security,2,3,2294938,security,1,True,2024-06-23T00:00:00,4,True,enabled,5,5,0
rule_172,2024-06-15T00:00:00,2024-06-15T00:00:00,2,Security,Best Practice,1,1,2500618,stability,2,True,2024-06-17T00:00:00,8,True,enabled,3,5,3
rule_173,2024-06-21T00:00:00,2024-06-24T00:00:00,4,Performance,Best Practice,1,4,4861649,performance,2,False,2024-06-27T00:00:00,5,True,enabled,3,5,4
rule_174,2024-06-06T00:00:00,2024-06-09T00:00:00,2,Security,Best Practice,1,5,3545950,performance,3,True,2024-06-24T00:00:00,4,True,enabled,1,5,1
rule_175,2024-06-22T00:00:00,2024-06-30T00:00:00,3,Stability,Database Performance Loss,2,5,1417992,hardening,1,True,2024-06-22T00:00:00,1,True,enabled,1,2,2
rule_176,2024-06-23T00:00:00,2024-06-29T00:00:00,2,Security,Best Practice,1,4,3713842,hardening,3,True,2024-06-23T00:00:00,9,True,enabled,1,4,1
rule_177,2024-06-10T00:00:00,2024-06-29T00:00:00,1,Availability,Best Practice,1,4,8559949,performance,0,True,2024-06-29T00:00:00,2,True,enabled,4,1,4
rule_178,2024-06-07T00:00:00,2024-06-14T00:00:00,1,Availability,Database Performance Loss,2,4,4140923,stability,1,False,2024-06-13T00:00:00,7,True,enabled,3,5,1
rule_179,2024-06-02T00:00:00,2024-06-22T00:00:00,4,Performance,Best Practice,1,1,1402366,logging,0,True,2024-06-22T00:00:00,9,True,enabled,4,5,0
rule_180,2024-06-10T00:00:00,2024-06-25T00:00:00,1,Availability,Decreased Security,2,3,7313199,stability,2,False,2024-06-18T00:00:00,2,True,enabled,5,4,5
rule_181,2024-06-05T00:00:00,2024-06-18T00:00:00,1,Availability,Database Performance Loss,2,4,1335235,availability,2,True,2024-06-19T00:00:00,1,True,enabled,5,5,5
rule_182,2024-06-26T00:00:00,2024-06-27T00:00:00,3,Stability,Database Performance Loss,2,3,7339838,database,0,True,2024-06-26T00:00:00,6,True,enabled,4,3,5
rule_183,2024-06-20T00:00:00,2024-06-26T00:00:00,1,Availability,Best Practice,1,2,7769517,database,2,False,2024-06-24T00:00:00,5,True,enabled,2,5,4
rule_184,2024-06-25T00:00:00,2024-06-26T00:00:00,1,Availability,Decreased Security,2,3,5804076,hardening,1,True,2024-06-27T00:00:00,6,True,enabled,1,2,0
rule_185,2024-06-30T00:00:00,2024-06-30T00:00:00,2,Security,Decreased Security,2,3,9397464,tuning,1,True,2024-06-30T00:00:00,6,True,enabled,3,4,3
rule_186,2024-06-12T00:00:00,2024-06-18T00:00:00,1,Availability,Best Practice,1,3,4619460,availability,0,False,2024-06-21T00:00:00,1,True,enabled,3,4,5
rule_187,2024-06-05T00:00:00,2024-06-17T00:00:00,2,Security,Decreased Security,2,3,2215451,hardening,0,False,2024-06-17T00:00:00,10,True,enabled,2,5,1
rule_188,2024-06-10T00:00:00,2024-06-17T00:00:00,1,Availability,Database Performance Loss,2,3,4083909,logging,3,False,2024-06-14T00:00:00,8,True,enabled,3,0,2
rule_189,2024-06-12T00:00:00,2024-06-15T00:00:00,3,Stability,Decreased Security,2,2,1537838,availability,1,False,2024-06-25T00:00:00,4,True,enabled,2,2,1
rule_190,2024-06-01T00:00:00,2024-06-30T00:00:00,1,Availability,Decreased Security,2,1,4291538,stability,1,False,2024-06-26T00:00:00,8,True,enabled,5,1,4
rule_191,2024-06-23T00:00:00,2024-06-24T00:00:00,3,Stability,Decreased Security,2,5,3678649,logging,0,True,2024-06-30T00:00:00,8,True,enabled,1,2,2
rule_192,2024-06-27T00:00:00,2024-06-29T00:00:00,3,Stability,Decreased Security,2,4,4807905,security,0,False,2024-06-28T00:00:00,4,True,enabled,3,2,3
rule_193,2024-06-15T00:00:00,2024-06-16T00:00:00,4,Performance,Best Practice,1,3,4747319,security,0,True,2024-06-19T00:00:00,4,True,enabled,2,2,5
rule_194,2024-06-02T00:00:00,2024-06-19T00:00:00,3,Stability,Database Performance Loss,2,3,4506375,security,3,False,2024-06-21T00:00:00,4,True,enabled,2,1,5
rule_195,2024-06-13T00:00:00,2024-06-18T00:00:00,4,Performance,Best Practice,1,3,2035840,performance,1,False,2024-06-26T00:00:00,1,True,enabled,4,0,5
rule_196,2024-06-27T00:00:00,2024-06-27T00:00:00,2,Security,Best Practice,1,5,7526349,hardening,1,False,2024-06-29T00:00:00,3,True,enabled,4,2,0
rule_197,2024-06-08T00:00:00,2024-06-10T00:00:00,4,Performance,Decreased Security,2,5,7357726,availability,0,False,2024-06-29T00:00:00,10,True,enabled,5,0,3
rule_198,2024-06-09T00:00:00,2024-06-20T00:00:00,2,Security,Decreased Security,2,1,8969526,database,0,True,2024-06-17T00:00:00,7,True,enabled,4,1,1
rule_199,2024-06-07T00:00:00,2024-06-18T00:00:00,4,Performance,Database Performance Loss,2,5,1142848,security,0,False,2024-06-16T00:00:00,9,True,enabled,3,4,2
rule_200,2024-06-14T00:00:00,2024-06-19T00:00:00,3,Stability,Best Practice,1,2,1897411,database,0,False,2024-06-29T00:00:00,9,True,enabled,3,4,2
rule_201,2024-06-23T00:00:00,2024-06-24T00:00:00,3,Stability,Best Practice,1,3,2428856,stability,2,True,2024-06-27T00:00:00,8,True,enabled,1,4,3
rule_202,2024-06-13T00:00:00,2024-06-18T00:00:00,1,Availability,Decreased Security,2,2,4005792,availability,3,False,2024-06-25T00:00:00,1,True,enabled,2,5,5
rule_203,2024-06-22T00:00:00,2024-06-29T00:00:00,1,Availability,Best Practice,1,5,7133159,stability,1,False,2024-06-27T00:00:00,2,True,enabled,1,5,0
rule_204,2024-06-28T00:00:00,2024-06-29T00:00:00,4,Performance,Best Practice,1,3,4890380,logging,1,False,2024-06-28T00:00:00,10,True,enabled,1,4,4
rule_205,2024-06-27T00:00:00,2024-06-27T00:00:00,2,Security,Best Practice,1,4,2645400,tuning,3,False,2024-06-27T00:00:00,5,True,enabled,4,0,3
rule_206,2024-06-29T00:00:00,2024-06-30T00:00:00,2,Security,Database Performance Loss,2,5,4715796,tuning,2,True,2024-06-29T00:00:00,9,True,enabled,5,0,0
rule_207,2024-06-07T00:00:00,2024-06-09T00:00:00,1,Availability,Best Practice,1,4,9513087,performance,2,True,2024-06-16T00:00:00,7,True,enabled,3,5,3
rule_208,2024-06-23T00:00:00,2024-06-28T00:00:00,4,Performance,Decreased Security,2,5,5831298,performance,1,False,2024-06-27T00:00:00,2,True,enabled,4,3,1
rule_209,2024-06-20T00:00:00,2024-06-28T00:00:00,1,Availability,Best Practice,1,5,4118842,security,3,True,2024-06-26T00:00:00,5,True,enabled,5,2,4
rule_210,2024-06-23T00:00:00,2024-06-26T00:00:00,3,Stability,Decreased Security,2,2,9989096,security,2,True,2024-06-28T00:00:00,6,True,enabled,2,0,0
rule_211,2024-06-04T00:00:00,2024-06-30T00:00:00,4,Performance,Decreased Security,2,5,7424736,tuning,2,True,2024-06-21T00:00:00,7,True,enabled,5,2,3
rule_212,2024-06-14T00:00:00,2024-06-28T00:00:00,3,Stability,Best Practice,1,4,1139568,database,1,False,2024-06-15T00:00:00,8,True,enabled,3,0,0
rule_213,2024-06-07T00:00:00,2024-06-16T00:00:00,2,Security,Best Practice,1,4,2849594,logging,1,True,2024-06-14T00:00:00,7,True,enabled,5,2,2
rule_214,2024-06-29T00:00:00,2024-06-30T00:00:00,2,Security,Best Practice,1,3,5403852,security,1,False,2024-06-29T00:00:00,7,True,enabled,4,3,5
rule_215,2024-06-27T00:00:00,2024-06-27T00:00:00,2,Security,Decreased Security,2,5,9800026,availability,2,False,2024-06-30T00:00:00,3,True,enabled,4,2,2
rule_216,2024-06-20T00:00:00,2024-06-21T00:00:00,3,Stability,Decreased Security,2,3,8115770,security,3,True,2024-06-21T00:00:00,8,True,enabled,2,1,0
rule_217,2024-06-22T00:00:00,2024-06-29T00:00:00,2,Security,Database Performance Loss,2,4,7349778,performance,2,True,2024-06-25T00:00:00,10,True,enabled,2,1,3
rule_218,2024-06-11T00:00:00,2024-06-30T00:00:00,1,Availability,Best Practice,1,3,3329713,hardening,2,True,2024-06-16T00:00:00,2,True,enabled,5,0,1
rule_219,2024-06-08T00:00:00,2024-06-25T00:00:00,4,Performance,Best Practice,1,5,4211375,database,3,True,2024-06-27T00:00:00,5,True,enabled,2,1,0
rule_220,2024-06-01T00:00:00,2024-06-21T00:00:00,4,Performance,Decreased Security,2,1,5282345,database,2,False,2024-06-13T00:00:00,10,True,enabled,2,1,2
rule_221,2024-06-30T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,2,1248965,database,2,True,2024-06-30T00:00:00,3,True,enabled,3,3,3
rule_222,2024-06-03T00:00:00,2024-06-28T00:00:00,3,Stability,Database Performance Loss,2,5,7089445,tuning,3,True,2024-06-14T00:00:00,8,True,enabled,2,0,2
rule_223,2024-06-26T00:00:00,2024-06-27T00:00:00,1,Availability,Decreased Security,2,1,5509390,availability,3,False,2024-06-30T00:00:00,7,True,enabled,5,4,1
rule_224,2024-06-11T00:00:00,2024-06-25T00:00:00,4,Performance,Database Performance Loss,2,5,3014766,database,1,True,2024-06-28T00:00:00,4,True,enabled,3,3,5
rule_225,2024-06-13T00:00:00,2024-06-26T00:00:00,4,Performance,Best Practice,1,2,2432104,stability,2,True,2024-06-18T00:00:00,3,True,enabled,2,4,5
rule_226,2024-06-05T00:00:00,2024-06-25T00:00:00,4,Performance,Database Performance Loss,2,2,9359788,performance,0,False,2024-06-25T00:00:00,8,True,enabled,4,1,1
rule_227,2024-06-09T00:00:00,2024-06-29T00:00:00,4,Performance,Database Performance Loss,2,1,6449764,logging,3,True,2024-06-26T00:00:00,2,True,enabled,4,1,5
rule_228,2024-06-13T00:00:00,2024-06-19T00:00:00,2,Security,Database Performance Loss,2,2,4417468,logging,0,False,2024-06-16T00:00:00,2,True,enabled,1,4,5
rule_229,2024-06-21T00:00:00,2024-06-30T00:00:00,2,Security,Database Performance Loss,2,2,4800885,logging,3,False,2024-06-26T00:00:00,6,True,enabled,3,1,4
rule_230,2024-06-10T00:00:00,2024-06-23T00:00:00,4,Performance,Best Practice,1,1,2425850,stability,1,False,2024-06-23T00:00:00,3,True,enabled,4,5,2
rule_231,2024-06-10T00:00:00,2024-06-13T00:00:00,3,Stability,Decreased Security,2,5,1668543,performance,2,False,2024-06-25T00:00:00,1,True,enabled,2,4,3
rule_232,2024-06-25T00:00:00,2024-06-29T00:00:00,1,Availability,Decreased Security,2,3,1962107,performance,3,True,2024-06-27T00:00:00,4,True,enabled,5,5,1
rule_233,2024-06-26T00:00:00,2024-06-29T00:00:00,3,Stability,Best Practice,1,1,2636814,stability,0,True,2024-06-27T00:00:00,8,True,enabled,4,1,2
rule_234,2024-06-19T00:00:00,2024-06-24T00:00:00,1,Availability,Database Performance Loss,2,4,3359487,security,3,False,2024-06-26T00:00:00,7,True,enabled,1,3,5
rule_235,2024-06-29T00:00:00,2024-06-29T00:00:00,3,Stability,Database Performance Loss,2,2,5791150,database,2,True,2024-06-29T00:00:00,3,True,enabled,2,2,0
rule_236,2024-06-15T00:00:00,2024-06-29T00:00:00,2,Security,Best Practice,1,5,5632011,availability,3,True,2024-06-27T00:00:00,5,True,enabled,4,2,1
rule_237,2024-06-21T00:00:00,2024-06-22T00:00:00,1,Availability,Best Practice,1,3,4686668,database,3,True,2024-06-24T00:00:00,1,True,enabled,2,0,1
rule_238,2024-06-25T00:00:00,2024-06-26T00:00:00,3,Stability,Decreased Security,2,5,8926924,security,1,False,2024-06-25T00:00:00,1,True,enabled,3,2,2
rule_239,2024-06-18T00:00:00,2024-06-29T00:00:00,3,Stability,Database Performance Loss,2,1,5073924,security,1,True,2024-06-23T00:00:00,8,True,enabled,4,3,5
rule_240,2024-06-13T00:00:00,2024-06-18T00:00:00,3,Stability,Database Performance Loss,2,4,3402397,availability,0,False,2024-06-17T00:00:00,2,True,enabled,3,5,3
rule_241,2024-06-15T00:00:00,2024-06-15T00:00:00,1,Availability,Decreased Security,2,4,2109227,stability,1,False,2024-06-17T00:00:00,3,True,enabled,2,2,4
rule_242,2024-06-13T00:00:00,2024-06-26T00:00:00,2,Security,Database Performance Loss,2,2,1630965,tuning,2,False,2024-06-27T00:00:00,6,True,enabled,1,2,5
rule_243,2024-06-06T00:00:00,2024-06-09T00:00:00,1,Availability,Database Performance Loss,2,4,6765408,database,2,True,2024-06-08T00:00:00,2,True,enabled,1,2,5
rule_244,2024-06-03T00:00:00,2024-06-16T00:00:00,1,Availability,Best Practice,1,4,8375043,tuning,2,True,2024-06-27T00:00:00,6,True,enabled,1,1,5
rule_245,2024-06-06T00:00:00,2024-06-20T00:00:00,4,Performance,Decreased Security,2,1,5734753,tuning,1,True,2024-06-28T00:00:00,5,True,enabled,2,2,2
rule_246,2024-06-14T00:00:00,2024-06-17T00:00:00,2,Security,Database Performance Loss,2,4,2158699,availability,2,True,2024-06-28T00:00:00,3,True,enabled,4,1,4
rule_247,2024-06-22T00:00:00,2024-06-27T00:00:00,3,Stability,Decreased Security,2,5,1999488,tuning,3,True,2024-06-27T00:00:00,9,True,enabled,5,5,5
rule_248,2024-06-12T00:00:00,2024-06-24T00:00:00,2,Security,Decreased Security,2,3,8736286,security,0,True,2024-06-24T00:00:00,9,True,enabled,1,0,3
rule_249,2024-06-19T00:00:00,2024-06-23T00:00:00,3,Stability,Decreased Security,2,1,6038230,security,1,False,2024-06-27T00:00:00,9,True,enabled,3,3,3
rule_250,2024-06-12T00:00:00,2024-06-12T00:00:00,4,Performance,Best Practice,1,5,8416842,logging,2,False,2024-06-19T00:00:00,3,True,enabled,1,0,0
rule_251,2024-06-08T00:00:00,2024-06-18T00:00:00,2,Security,Database Performance Loss,2,3,1447145,stability,0,True,2024-06-24T00:00:00,2,True,enabled,2,1,5
rule_252,2024-06-12T00:00:00,2024-06-29T00:00:00,4,Performance,Database Performance Loss,2,3,4725755,tuning,2,True,2024-06-15T00:00:00,2,True,enabled,2,1,2
rule_253,2024-06-16T00:00:00,2024-06-16T00:00:00,1,Availability,Decreased Security,2,3,2371197,performance,0,False,2024-06-17T00:00:00,8,True,enabled,1,4,3
rule_254,2024-06-01T00:00:00,2024-06-29T00:00:00,1,Availability,Database Performance Loss,2,2,9930323,database,1,True,2024-06-17T00:00:00,3,True,enabled,4,0,2
rule_255,2024-06-25T00:00:00,2024-06-26T00:00:00,3,Stability,Database Performance Loss,2,3,1170018,stability,2,True,2024-06-27T00:00:00,10,True,enabled,1,3,3
rule_256,2024-06-28T00:00:00,2024-06-29T00:00:00,1,Availability,Decreased Security,2,2,7069433,performance,3,False,2024-06-29T00:00:00,9,True,enabled,4,3,5
rule_257,2024-06-03T00:00:00,2024-06-08T00:00:00,3,Stability,Decreased Security,2,1,4678941,stability,1,False,2024-06-09T00:00:00,5,True,enabled,2,5,2
rule_258,2024-06-02T00:00:00,2024-06-19T00:00:00,3,Stability,Decreased Security,2,4,4611760,tuning,1,True,2024-06-08T00:00:00,8,True,enabled,2,4,2
rule_259,2024-06-25T00:00:00,2024-06-26T00:00:00,4,Performance,Decreased Security,2,2,2392166,security,0,True,2024-06-28T00:00:00,5,True,enabled,3,4,0
rule_260,2024-06-19T00:00:00,2024-06-19T00:00:00,3,Stability,Decreased Security,2,5,4539618,availability,2,False,2024-06-22T00:00:00,4,True,enabled,5,0,1
rule_261,2024-06-28T00:00:00,2024-06-29T00:00:00,3,Stability,Decreased Security,2,1,6335011,logging,1,False,2024-06-29T00:00:00,5,True,enabled,2,3,3
rule_262,2024-06-16T00:00:00,2024-06-19T00:00:00,2,Security,Database Performance Loss,2,3,9296489,hardening,2,False,2024-06-26T00:00:00,8,True,enabled,3,0,4
rule_263,2024-06-11T00:00:00,2024-06-21T00:00:00,1,Availability,Best Practice,1,4,5784733,hardening,0,True,2024-06-23T00:00:00,4,True,enabled,3,4,0
rule_264,2024-06-27T00:00:00,2024-06-29T00:00:00,2,Security,Database Performance Loss,2,4,3235610,database,1,True,2024-06-28T00:00:00,10,True,enabled,5,3,1
rule_265,2024-06-18T00:00:00,2024-06-20T00:00:00,2,Security,Best Practice,1,3,8762730,security,3,False,2024-06-30T00:00:00,4,True,enabled,4,2,5
rule_266,2024-06-21T00:00:00,2024-06-23T00:00:00,1,Availability,Database Performance Loss,2,3,2430092,logging,2,True,2024-06-30T00:00:00,5,True,enabled,1,1,4
rule_267,2024-06-25T00:00:00,2024-06-26T00:00:00,2,Security,Database Performance Loss,2,5,6490383,tuning,2,False,2024-06-30T00:00:00,8,True,enabled,3,2,1
rule_268,2024-06-05T00:00:00,2024-06-26T00:00:00,3,Stability,Decreased Security,2,2,5118205,tuning,0,True,2024-06-15T00:00:00,5,True,enabled,1,4,3
rule_269,2024-06-22T00:00:00,2024-06-25T00:00:00,4,Performance,Decreased Security,2,1,2144267,hardening,2,True,2024-06-29T00:00:00,1,True,enabled,5,5,2
rule_270,2024-06-27T00:00:00,2024-06-28T00:00:00,1,Availability,Database Performance Loss,2,3,8571433,security,2,True,2024-06-27T00:00:00,6,True,enabled,4,1,1
rule_271,2024-06-22T00:00:00,2024-06-27T00:00:00,2,Security,Database Performance Loss,2,3,2225233,performance,3,True,2024-06-27T00:00:00,5,True,enabled,1,5,1
rule_272,2024-06-28T00:00:00,2024-06-30T00:00:00,3,Stability,Decreased Security,2,3,5474846,database,3,True,2024-06-29T00:00:00,2,True,enabled,2,2,2
rule_273,2024-06-08T00:00:00,2024-06-30T00:00:00,4,Performance,Database Performance Loss,2,2,4066730,stability,2,True,2024-06-18T00:00:00,3,True,enabled,5,0,0
rule_274,2024-06-07T00:00:00,2024-06-27T00:00:00,4,Performance,Decreased Security,2,5,7126580,stability,1,True,2024-06-09T00:00:00,5,True,enabled,5,1,0
rule_275,2024-06-03T00:00:00,2024-06-09T00:00:00,1,Availability,Database Performance Loss,2,3,6441978,security,2,True,2024-06-04T00:00:00,2,True,enabled,2,0,0
rule_276,2024-06-16T00:00:00,2024-06-27T00:00:00,2,Security,Database Performance Loss,2,5,4275424,stability,0,True,2024-06-28T00:00:00,3,True,enabled,2,0,2
rule_277,2024-06-16T00:00:00,2024-06-21T00:00:00,1,Availability,Decreased Security,2,1,6599749,stability,1,False,2024-06-21T00:00:00,1,True,enabled,3,1,4
rule_278,2024-06-30T00:00:00,2024-06-30T00:00:00,1,Availability,Database Performance Loss,2,1,8669137,tuning,3,True,2024-06-30T00:00:00,6,True,enabled,3,0,3
rule_279,2024-06-07T00:00:00,2024-06-11T00:00:00,4,Performance,Database Performance Loss,2,2,2389130,logging,3,False,2024-06-17T00:00:00,9,True,enabled,1,2,0
rule_280,2024-06-29T00:00:00,2024-06-29T00:00:00,4,Performance,Database Performance Loss,2,2,1510198,availability,0,True,2024-06-29T00:00:00,3,True,enabled,2,0,5
rule_281,2024-06-02T00:00:00,2024-06-29T00:00:00,4,Performance,Best Practice,1,4,9262760,stability,0,False,2024-06-26T00:00:00,6,True,enabled,3,2,3
rule_282,2024-06-04T00:00:00,2024-06-23T00:00:00,1,Availability,Best Practice,1,5,1292092,hardening,2,False,2024-06-20T00:00:00,4,True,enabled,1,0,0
rule_283,2024-06-01T00:00:00,2024-06-01T00:00:00,1,Availability,Database Performance Loss,2,1,4888796,hardening,1,False,2024-06-01T00:00:00,10,True,enabled,5,3,2
rule_284,2024-06-07T00:00:00,2024-06-12T00:00:00,2,Security,Database Performance Loss,2,4,2131496,logging,3,False,2024-06-20T00:00:00,2,True,enabled,5,3,0
rule_285,2024-06-07T00:00:00,2024-06-15T00:00:00,3,Stability,Best Practice,1,3,7336259,performance,0,False,2024-06-20T00:00:00,6,True,enabled,3,5,2
rule_286,2024-06-15T00:00:00,2024-06-17T00:00:00,2,Security,Best Practice,1,5,1253709,logging,3,False,2024-06-27T00:00:00,1,True,enabled,2,2,4
rule_287,2024-06-22T00:00:00,2024-06-26T00:00:00,1,Availability,Best Practice,1,5,1943318,availability,2,False,2024-06-29T00:00:00,2,True,enabled,1,4,4
rule_288,2024-06-27T00:00:00,2024-06-28T00:00:00,3,Stability,Decreased Security,2,2,5375751,stability,2,False,2024-06-28T00:00:00,9,True,enabled,4,4,2
rule_289,2024-06-02T00:00:00,2024-06-16T00:00:00,2,Security,Database Performance Loss,2,3,7008247,tuning,1,True,2024-06-04T00:00:00,1,True,enabled,4,2,5
rule_290,2024-06-27T00:00:00,2024-06-29T00:00:00,4,Performance,Best Practice,1,2,6507800,stability,1,True,2024-06-29T00:00:00,7,True,enabled,5,2,3
rule_291,2024-06-15T00:00:00,2024-06-21T00:00:00,3,Stability,Best Practice,1,5,6281926,hardening,2,True,2024-06-16T00:00:00,6,True,enabled,4,5,5
rule_292,2024-06-08T00:00:00,2024-06-25T00:00:00,3,Stability,Best Practice,1,2,6986271,tuning,3,False,2024-06-10T00:00:00,5,True,enabled,2,5,4
rule_293,2024-06-27T00:00:00,2024-06-27T00:00:00,3,Stability,Decreased Security,2,5,3087936,hardening,0,False,2024-06-29T00:00:00,10,True,enabled,4,1,5
rule_294,2024-06-24T00:00:00,2024-06-26T00:00:00,3,Stability,Decreased Security,2,5,3613143,tuning,2,False,2024-06-29T00:00:00,8,True,enabled,5,4,2
rule_295,2024-06-12T00:00:00,2024-06-16T00:00:00,2,Security,Decreased Security,2,2,7065900,tuning,1,False,2024-06-25T00:00:00,6,True,enabled,2,1,3
rule_296,2024-06-05T00:00:00,2024-06-10T00:00:00,3,Stability,Database Performance Loss,2,5,3438290,performance,1,False,2024-06-05T00:00:00,9,True,enabled,3,3,2
rule_297,2024-06-01T00:00:00,2024-06-11T00:00:00,1,Availability,Best Practice,1,1,2914050,database,0,True,2024-06-21T00:00:00,6,True,enabled,5,1,4
rule_298,2024-06-27T00:00:00,2024-06-27T00:00:00,4,Performance,Best Practice,1,4,4323288,stability,0,False,2024-06-29T00:00:00,4,True,enabled,4,3,4
rule_299,2024-06-05T00:00:00,2024-06-12T00:00:00,4,Performance,Database Performance Loss,2,3,7789767,availability,1,False,2024-06-28T00:00:00,2,True,enabled,5,4,0
rule_300,2024-06-19T00:00:00,2024-06-30T00:00:00,2,Security,Best Practice,1,4,4357644,database,3,True,2024-06-27T00:00:00,1,True,enabled,1,0,2
rule_301,2024-06-29T00:00:00,2024-06-29T00:00:00,3,Stability,Decreased Security,2,1,8815287,stability,0,True,2024-06-30T00:00:00,4,True,enabled,2,5,2
rule_302,2024-06-18T00:00:00,2024-06-25T00:00:00,3,Stability,Database Performance Loss,2,2,1472002,database,2,False,2024-06-27T00:00:00,9,True,enabled,1,3,1
rule_303,2024-06-26T00:00:00,2024-06-26T00:00:00,4,Performance,Decreased Security,2,4,3716207,security,2,True,2024-06-27T00:00:00,6,True,enabled,2,2,5
rule_304,2024-06-06T00:00:00,2024-06-27T00:00:00,2,Security,Database Performance Loss,2,3,7213368,security,1,False,2024-06-16T00:00:00,5,True,enabled,4,1,1
rule_305,2024-06-29T00:00:00,2024-06-30T00:00:00,3,Stability,Best Practice,1,2,2794223,database,1,False,2024-06-29T00:00:00,9,True,enabled,1,1,2
rule_306,2024-06-25T00:00:00,2024-06-28T00:00:00,1,Availability,Decreased Security,2,3,5119903,logging,3,False,2024-06-28T00:00:00,6,True,enabled,5,3,3
rule_307,2024-06-26T00:00:00,2024-06-26T00:00:00,4,Performance,Best Practice,1,1,4526585,security,0,True,2024-06-29T00:00:00,1,True,enabled,5,2,0
rule_308,2024-06-02T00:00:00,2024-06-08T00:00:00,3,Stability,Database Performance Loss,2,5,2480806,stability,2,False,2024-06-21T00:00:00,2,True,enabled,4,1,2
rule_309,2024-06-03T00:00:00,2024-06-05T00:00:00,4,Performance,Best Practice,1,1,7933294,hardening,1,True,2024-06-08T00:00:00,5,True,enabled,5,3,0
rule_310,2024-06-02T00:00:00,2024-06-02T00:00:00,2,Security,Decreased Security,2,2,8784058,database,1,False,2024-06-03T00:00:00,2,True,enabled,4,5,0
rule_311,2024-06-10T00:00:00,2024-06-21T00:00:00,2,Security,Decreased Security,2,4,3360724,logging,3,False,2024-06-14T00:00:00,9,True,enabled,1,3,3
rule_312,2024-06-29T00:00:00,2024-06-29T00:00:00,1,Availability,Database Performance Loss,2,4,9342982,hardening,1,False,2024-06-30T00:00:00,8,True,enabled,4,4,2
rule_313,2024-06-30T00:00:00,2024-06-30T00:00:00,4,Performance,Database Performance Loss,2,4,6764010,hardening,2,False,2024-06-30T00:00:00,2,True,enabled,3,3,0
rule_314,2024-06-16T00:00:00,2024-06-20T00:00:00,3,Stability,Database Performance Loss,2,1,9942405,tuning,2,True,2024-06-30T00:00:00,9,True,enabled,2,3,4
rule_315,2024-06-28T00:00:00,2024-06-30T00:00:00,1,Availability,Best Practice,1,4,9647480,hardening,2,False,2024-06-29T00:00:00,10,True,enabled,1,2,2
rule_316,2024-06-13T00:00:00,2024-06-16T00:00:00,4,Performance,Best Practice,1,3,2873817,availability,3,True,2024-06-22T00:00:00,4,True,enabled,4,4,3
rule_317,2024-06-08T00:00:00,2024-06-30T00:00:00,1,Availability,Decreased Security,2,3,7182206,tuning,2,False,2024-06-09T00:00:00,1,True,enabled,3,0,5
rule_318,2024-06-03T00:00:00,2024-06-03T00:00:00,3,Stability,Decreased Security,2,1,5862810,stability,0,True,2024-06-30T00:00:00,5,True,enabled,3,5,3
rule_319,2024-06-13T00:00:00,2024-06-14T00:00:00,2,Security,Decreased Security,2,2,7089482,stability,0,True,2024-06-28T00:00:00,6,True,enabled,1,3,2
rule_320,2024-06-19T00:00:00,2024-06-24T00:00:00,4,Performance,Database Performance Loss,2,3,7778029,logging,1,True,2024-06-21T00:00:00,7,True,enabled,5,5,5
